场景,日氨产量(t/day),时段,时段序号(h),设备状态,常规负荷功率(MW),生产负荷功率(MW),总负荷功率(MW),风电功率(MW),光伏功率(MW),风光总出力(MW),购电功率(MW),售电功率(MW),购电电价(¥/kWh),售电电价(¥/kWh),开机边际电网成本(¥/h),风电场景,光伏场景
风电3-光伏4,63,13:00-14:00,14,1,2.6898,41.5,44.1898,10.704,7.68,18.384,25.805799999999998,0.0,0.8024,0.3779,26637.412099999994,3,4
风电3-光伏4,63,14:00-15:00,15,1,3.63,41.5,45.13,10.604,5.12,15.724,29.406000000000002,0.0,0.8024,0.3779,28165.697,3,4
风电3-光伏4,63,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,14.552,1.28,15.831999999999999,29.4882,0.0,0.6074,0.3779,22450.391900000002,3,4
风电3-光伏4,63,16:00-17:00,17,1,3.75,41.5,45.25,13.724,0.0,13.724,31.526,0.0,0.6074,0.3779,22918.067000000003,3,4
风电3-光伏4,63,17:00-18:00,18,1,3.1398,41.5,44.6398,12.347999999999999,0.0,12.347999999999999,32.2918,0.0,0.6074,0.3779,23093.818100000004,3,4
风电3-光伏4,63,18:00-19:00,19,1,2.61,41.5,44.11,12.152000000000001,0.0,12.152000000000001,31.958,0.0,0.8024,0.3779,29249.020999999997,3,4
风电3-光伏4,63,19:00-20:00,20,1,2.1198,41.5,43.6198,9.236,0.0,9.236,34.383799999999994,0.0,0.8024,0.3779,30278.773099999995,3,4
风电3-光伏4,63,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,7.228,0.0,7.228,0.0,5.368,0.8024,0.3779,31020.884,3,4
风电3-光伏4,63,21:00-22:00,22,1,1.6301999999999999,41.5,43.1302,6.252,0.0,6.252,36.8782,0.0,0.6074,0.3779,24146.396900000003,3,4
风电3-光伏4,63,22:00-23:00,23,1,1.56,41.5,43.06,6.452,0.0,6.452,36.608000000000004,0.0,0.6074,0.3779,24084.386000000002,3,4
风电3-光伏4,63,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,7.972,0.0,7.972,35.008199999999995,0.0,0.3424,0.3779,14440.058899999998,3,4
风电3-光伏4,54,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,11.904,0.0,11.904,30.965799999999998,0.0,0.3424,0.3779,14583.5641,3,4
风电3-光伏4,54,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,13.384,0.0,13.384,29.2158,0.0,0.3424,0.3779,14645.6891,3,4
风电3-光伏4,54,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,14.268,0.0,14.268,28.031799999999997,0.0,0.3424,0.3779,14687.721099999999,3,4
风电3-光伏4,54,3:00-4:00,4,1,0.99,41.5,42.49,15.72,0.0,15.72,26.770000000000003,0.0,0.3424,0.3779,14732.515000000001,3,4
风电3-光伏4,54,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,15.088,0.0,15.088,27.5922,0.0,0.3424,0.3779,14703.3269,3,4
风电3-光伏4,54,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,13.475999999999999,0.0,13.475999999999999,29.654200000000003,0.0,0.3424,0.3779,14630.1259,3,4
风电3-光伏4,54,6:00-7:00,7,1,2.5002,41.5,44.0002,13.832,0.0,13.832,30.1682,0.0,0.3424,0.3779,14611.878899999998,3,4
风电3-光伏4,54,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,12.76,0.0,12.76,32.1102,0.0,0.6074,0.3779,23052.1409,3,4
风电3-光伏4,54,8:00-9:00,9,1,4.0098,41.5,45.5098,10.712,0.0,10.712,34.797799999999995,0.0,0.6074,0.3779,23668.945099999997,3,4
风电3-光伏4,54,9:00-10:00,10,1,4.199999999999999,41.5,45.7,11.916,0.0,11.916,33.784000000000006,0.0,0.6074,0.3779,23436.27800000001,3,4
风电3-光伏4,54,10:00-11:00,11,0,4.1202,0.0,4.1202,8.804,0.0,8.804,0.0,4.683800000000001,0.8024,0.3779,31311.326899999996,3,4
风电3-光伏4,54,11:00-12:00,12,0,3.9000000000000004,0.0,3.9000000000000004,9.3,1.28,10.58,0.0,6.68,0.8024,0.3779,30463.940000000002,3,4
风电3-光伏4,54,12:00-13:00,13,0,3.2598000000000003,0.0,3.2598000000000003,9.012,5.12,14.132000000000001,0.0,10.872200000000001,0.8024,0.3779,28684.3511,3,4
风电3-光伏4,54,13:00-14:00,14,1,2.6898,41.5,44.1898,10.704,7.68,18.384,25.805799999999998,0.0,0.8024,0.3779,26637.412099999994,3,4
风电3-光伏4,54,14:00-15:00,15,1,3.63,41.5,45.13,10.604,5.12,15.724,29.406000000000002,0.0,0.8024,0.3779,28165.697,3,4
风电3-光伏4,54,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,14.552,1.28,15.831999999999999,29.4882,0.0,0.6074,0.3779,22450.391900000002,3,4
风电3-光伏4,54,16:00-17:00,17,1,3.75,41.5,45.25,13.724,0.0,13.724,31.526,0.0,0.6074,0.3779,22918.067000000003,3,4
风电3-光伏4,54,17:00-18:00,18,1,3.1398,41.5,44.6398,12.347999999999999,0.0,12.347999999999999,32.2918,0.0,0.6074,0.3779,23093.818100000004,3,4
风电3-光伏4,54,18:00-19:00,19,0,2.61,0.0,2.61,12.152000000000001,0.0,12.152000000000001,0.0,9.542000000000002,0.8024,0.3779,29249.020999999997,3,4
风电3-光伏4,54,19:00-20:00,20,0,2.1198,0.0,2.1198,9.236,0.0,9.236,0.0,7.116200000000001,0.8024,0.3779,30278.773099999995,3,4
风电3-光伏4,54,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,7.228,0.0,7.228,0.0,5.368,0.8024,0.3779,31020.884,3,4
风电3-光伏4,54,21:00-22:00,22,1,1.6301999999999999,41.5,43.1302,6.252,0.0,6.252,36.8782,0.0,0.6074,0.3779,24146.396900000003,3,4
风电3-光伏4,54,22:00-23:00,23,1,1.56,41.5,43.06,6.452,0.0,6.452,36.608000000000004,0.0,0.6074,0.3779,24084.386000000002,3,4
风电3-光伏4,54,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,7.972,0.0,7.972,35.008199999999995,0.0,0.3424,0.3779,14440.058899999998,3,4
风电3-光伏4,45,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,11.904,0.0,11.904,30.965799999999998,0.0,0.3424,0.3779,14583.5641,3,4
风电3-光伏4,45,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,13.384,0.0,13.384,29.2158,0.0,0.3424,0.3779,14645.6891,3,4
风电3-光伏4,45,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,14.268,0.0,14.268,28.031799999999997,0.0,0.3424,0.3779,14687.721099999999,3,4
风电3-光伏4,45,3:00-4:00,4,1,0.99,41.5,42.49,15.72,0.0,15.72,26.770000000000003,0.0,0.3424,0.3779,14732.515000000001,3,4
风电3-光伏4,45,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,15.088,0.0,15.088,27.5922,0.0,0.3424,0.3779,14703.3269,3,4
风电3-光伏4,45,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,13.475999999999999,0.0,13.475999999999999,29.654200000000003,0.0,0.3424,0.3779,14630.1259,3,4
风电3-光伏4,45,6:00-7:00,7,1,2.5002,41.5,44.0002,13.832,0.0,13.832,30.1682,0.0,0.3424,0.3779,14611.878899999998,3,4
风电3-光伏4,45,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,12.76,0.0,12.76,32.1102,0.0,0.6074,0.3779,23052.1409,3,4
风电3-光伏4,45,8:00-9:00,9,1,4.0098,41.5,45.5098,10.712,0.0,10.712,34.797799999999995,0.0,0.6074,0.3779,23668.945099999997,3,4
风电3-光伏4,45,9:00-10:00,10,1,4.199999999999999,41.5,45.7,11.916,0.0,11.916,33.784000000000006,0.0,0.6074,0.3779,23436.27800000001,3,4
风电3-光伏4,45,10:00-11:00,11,0,4.1202,0.0,4.1202,8.804,0.0,8.804,0.0,4.683800000000001,0.8024,0.3779,31311.326899999996,3,4
风电3-光伏4,45,11:00-12:00,12,0,3.9000000000000004,0.0,3.9000000000000004,9.3,1.28,10.58,0.0,6.68,0.8024,0.3779,30463.940000000002,3,4
风电3-光伏4,45,12:00-13:00,13,0,3.2598000000000003,0.0,3.2598000000000003,9.012,5.12,14.132000000000001,0.0,10.872200000000001,0.8024,0.3779,28684.3511,3,4
风电3-光伏4,45,13:00-14:00,14,0,2.6898,0.0,2.6898,10.704,7.68,18.384,0.0,15.6942,0.8024,0.3779,26637.412099999994,3,4
风电3-光伏4,45,14:00-15:00,15,0,3.63,0.0,3.63,10.604,5.12,15.724,0.0,12.094000000000001,0.8024,0.3779,28165.697,3,4
风电3-光伏4,45,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,14.552,1.28,15.831999999999999,29.4882,0.0,0.6074,0.3779,22450.391900000002,3,4
风电3-光伏4,45,16:00-17:00,17,1,3.75,41.5,45.25,13.724,0.0,13.724,31.526,0.0,0.6074,0.3779,22918.067000000003,3,4
风电3-光伏4,45,17:00-18:00,18,1,3.1398,41.5,44.6398,12.347999999999999,0.0,12.347999999999999,32.2918,0.0,0.6074,0.3779,23093.818100000004,3,4
风电3-光伏4,45,18:00-19:00,19,0,2.61,0.0,2.61,12.152000000000001,0.0,12.152000000000001,0.0,9.542000000000002,0.8024,0.3779,29249.020999999997,3,4
风电3-光伏4,45,19:00-20:00,20,0,2.1198,0.0,2.1198,9.236,0.0,9.236,0.0,7.116200000000001,0.8024,0.3779,30278.773099999995,3,4
风电3-光伏4,45,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,7.228,0.0,7.228,0.0,5.368,0.8024,0.3779,31020.884,3,4
风电3-光伏4,45,21:00-22:00,22,0,1.6301999999999999,0.0,1.6301999999999999,6.252,0.0,6.252,0.0,4.6218,0.6074,0.3779,24146.396900000003,3,4
风电3-光伏4,45,22:00-23:00,23,1,1.56,41.5,43.06,6.452,0.0,6.452,36.608000000000004,0.0,0.6074,0.3779,24084.386000000002,3,4
风电3-光伏4,45,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,7.972,0.0,7.972,35.008199999999995,0.0,0.3424,0.3779,14440.058899999998,3,4
风电3-光伏4,36,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,11.904,0.0,11.904,30.965799999999998,0.0,0.3424,0.3779,14583.5641,3,4
风电3-光伏4,36,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,13.384,0.0,13.384,29.2158,0.0,0.3424,0.3779,14645.6891,3,4
风电3-光伏4,36,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,14.268,0.0,14.268,28.031799999999997,0.0,0.3424,0.3779,14687.721099999999,3,4
风电3-光伏4,36,3:00-4:00,4,1,0.99,41.5,42.49,15.72,0.0,15.72,26.770000000000003,0.0,0.3424,0.3779,14732.515000000001,3,4
风电3-光伏4,36,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,15.088,0.0,15.088,27.5922,0.0,0.3424,0.3779,14703.3269,3,4
风电3-光伏4,36,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,13.475999999999999,0.0,13.475999999999999,29.654200000000003,0.0,0.3424,0.3779,14630.1259,3,4
风电3-光伏4,36,6:00-7:00,7,1,2.5002,41.5,44.0002,13.832,0.0,13.832,30.1682,0.0,0.3424,0.3779,14611.878899999998,3,4
风电3-光伏4,36,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,12.76,0.0,12.76,32.1102,0.0,0.6074,0.3779,23052.1409,3,4
风电3-光伏4,36,8:00-9:00,9,0,4.0098,0.0,4.0098,10.712,0.0,10.712,0.0,6.7021999999999995,0.6074,0.3779,23668.945099999997,3,4
风电3-光伏4,36,9:00-10:00,10,0,4.199999999999999,0.0,4.199999999999999,11.916,0.0,11.916,0.0,7.716000000000001,0.6074,0.3779,23436.27800000001,3,4
风电3-光伏4,36,10:00-11:00,11,0,4.1202,0.0,4.1202,8.804,0.0,8.804,0.0,4.683800000000001,0.8024,0.3779,31311.326899999996,3,4
风电3-光伏4,36,11:00-12:00,12,0,3.9000000000000004,0.0,3.9000000000000004,9.3,1.28,10.58,0.0,6.68,0.8024,0.3779,30463.940000000002,3,4
风电3-光伏4,36,12:00-13:00,13,0,3.2598000000000003,0.0,3.2598000000000003,9.012,5.12,14.132000000000001,0.0,10.872200000000001,0.8024,0.3779,28684.3511,3,4
风电3-光伏4,36,13:00-14:00,14,0,2.6898,0.0,2.6898,10.704,7.68,18.384,0.0,15.6942,0.8024,0.3779,26637.412099999994,3,4
风电3-光伏4,36,14:00-15:00,15,0,3.63,0.0,3.63,10.604,5.12,15.724,0.0,12.094000000000001,0.8024,0.3779,28165.697,3,4
风电3-光伏4,36,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,14.552,1.28,15.831999999999999,29.4882,0.0,0.6074,0.3779,22450.391900000002,3,4
风电3-光伏4,36,16:00-17:00,17,1,3.75,41.5,45.25,13.724,0.0,13.724,31.526,0.0,0.6074,0.3779,22918.067000000003,3,4
风电3-光伏4,36,17:00-18:00,18,1,3.1398,41.5,44.6398,12.347999999999999,0.0,12.347999999999999,32.2918,0.0,0.6074,0.3779,23093.818100000004,3,4
风电3-光伏4,36,18:00-19:00,19,0,2.61,0.0,2.61,12.152000000000001,0.0,12.152000000000001,0.0,9.542000000000002,0.8024,0.3779,29249.020999999997,3,4
风电3-光伏4,36,19:00-20:00,20,0,2.1198,0.0,2.1198,9.236,0.0,9.236,0.0,7.116200000000001,0.8024,0.3779,30278.773099999995,3,4
风电3-光伏4,36,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,7.228,0.0,7.228,0.0,5.368,0.8024,0.3779,31020.884,3,4
风电3-光伏4,36,21:00-22:00,22,0,1.6301999999999999,0.0,1.6301999999999999,6.252,0.0,6.252,0.0,4.6218,0.6074,0.3779,24146.396900000003,3,4
风电3-光伏4,36,22:00-23:00,23,0,1.56,0.0,1.56,6.452,0.0,6.452,0.0,4.8919999999999995,0.6074,0.3779,24084.386000000002,3,4
风电3-光伏4,36,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,7.972,0.0,7.972,35.008199999999995,0.0,0.3424,0.3779,14440.058899999998,3,4
风电4-光伏1,72,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,13.495999999999999,0.0,13.495999999999999,29.3738,0.0,0.3424,0.3779,14640.0801,4,1
风电4-光伏1,72,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,14.084000000000001,0.0,14.084000000000001,28.5158,0.0,0.3424,0.3779,14670.539100000002,4,1
风电4-光伏1,72,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,13.091999999999999,0.0,13.091999999999999,29.2078,0.0,0.3424,0.3779,14645.9731,4,1
风电4-光伏1,72,3:00-4:00,4,1,0.99,41.5,42.49,20.168,0.0,20.168,22.322000000000003,0.0,0.3424,0.3779,14890.419000000002,4,1
风电4-光伏1,72,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,19.276,0.0,19.276,23.4042,0.0,0.3424,0.3779,14852.0009,4,1
风电4-光伏1,72,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,23.08,0.0,23.08,20.050200000000004,0.0,0.3424,0.3779,14971.067900000002,4,1
风电4-光伏1,72,6:00-7:00,7,1,2.5002,41.5,44.0002,28.355999999999998,14.08,42.436,1.5641999999999996,0.0,0.3424,0.3779,15627.320900000002,4,1
风电4-光伏1,72,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,26.36,25.6,51.96,0.0,7.089800000000004,0.6074,0.3779,15682.850000000002,4,1
风电4-光伏1,72,8:00-9:00,9,1,4.0098,41.5,45.5098,25.076,37.12,62.196,0.0,16.6862,0.6074,0.3779,15682.849999999999,4,1
风电4-光伏1,72,9:00-10:00,10,1,4.199999999999999,41.5,45.7,22.112,46.08,68.192,0.0,22.49199999999999,0.6074,0.3779,15682.849999999999,4,1
风电4-光伏1,72,10:00-11:00,11,1,4.1202,41.5,45.6202,8.995999999999999,52.48,61.476,0.0,15.855800000000002,0.8024,0.3779,15682.850000000002,4,1
风电4-光伏1,72,11:00-12:00,12,1,3.9000000000000004,41.5,45.4,7.652,55.04,62.692,0.0,17.292,0.8024,0.3779,15682.850000000004,4,1
风电4-光伏1,72,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,10.815999999999999,56.32,67.136,0.0,22.376199999999997,0.8024,0.3779,15682.85,4,1
风电4-光伏1,72,13:00-14:00,14,1,2.6898,41.5,44.1898,10.952,56.32,67.272,0.0,23.082200000000007,0.8024,0.3779,15682.849999999999,4,1
风电4-光伏1,72,14:00-15:00,15,1,3.63,41.5,45.13,15.152000000000001,52.48,67.632,0.0,22.502000000000002,0.8024,0.3779,15682.850000000004,4,1
风电4-光伏1,72,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,21.66,44.8,66.46,0.0,21.139799999999994,0.6074,0.3779,15682.85,4,1
风电4-光伏1,72,16:00-17:00,17,1,3.75,41.5,45.25,17.16,33.28,50.44,0.0,5.189999999999998,0.6074,0.3779,15682.850000000002,4,1
风电4-光伏1,72,17:00-18:00,18,1,3.1398,41.5,44.6398,16.612000000000002,24.32,40.932,3.707799999999999,0.0,0.6074,0.3779,16533.790100000002,4,1
风电4-光伏1,72,18:00-19:00,19,1,2.61,41.5,44.11,15.328,11.52,26.848,17.262,0.0,0.8024,0.3779,23010.569,4,1
风电4-光伏1,72,19:00-20:00,20,1,2.1198,41.5,43.6198,9.416,0.0,9.416,34.2038,0.0,0.8024,0.3779,30202.363100000002,4,1
风电4-光伏1,72,20:00-21:00,21,1,1.8599999999999999,41.5,43.36,8.808,0.0,8.808,34.552,0.0,0.8024,0.3779,30350.174000000003,4,1
风电4-光伏1,72,21:00-22:00,22,1,1.6301999999999999,41.5,43.1302,5.215999999999999,0.0,5.215999999999999,37.9142,0.0,0.6074,0.3779,24384.158900000002,4,1
风电4-光伏1,72,22:00-23:00,23,1,1.56,41.5,43.06,6.151999999999999,0.0,6.151999999999999,36.908,0.0,0.6074,0.3779,24153.236000000004,4,1
风电4-光伏1,72,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,8.464,0.0,8.464,34.5162,0.0,0.3424,0.3779,14457.524899999997,4,1
风电4-光伏1,63,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,13.495999999999999,0.0,13.495999999999999,29.3738,0.0,0.3424,0.3779,14640.0801,4,1
风电4-光伏1,63,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,14.084000000000001,0.0,14.084000000000001,28.5158,0.0,0.3424,0.3779,14670.539100000002,4,1
风电4-光伏1,63,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,13.091999999999999,0.0,13.091999999999999,29.2078,0.0,0.3424,0.3779,14645.9731,4,1
风电4-光伏1,63,3:00-4:00,4,1,0.99,41.5,42.49,20.168,0.0,20.168,22.322000000000003,0.0,0.3424,0.3779,14890.419000000002,4,1
风电4-光伏1,63,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,19.276,0.0,19.276,23.4042,0.0,0.3424,0.3779,14852.0009,4,1
风电4-光伏1,63,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,23.08,0.0,23.08,20.050200000000004,0.0,0.3424,0.3779,14971.067900000002,4,1
风电4-光伏1,63,6:00-7:00,7,1,2.5002,41.5,44.0002,28.355999999999998,14.08,42.436,1.5641999999999996,0.0,0.3424,0.3779,15627.320900000002,4,1
风电4-光伏1,63,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,26.36,25.6,51.96,0.0,7.089800000000004,0.6074,0.3779,15682.850000000002,4,1
风电4-光伏1,63,8:00-9:00,9,1,4.0098,41.5,45.5098,25.076,37.12,62.196,0.0,16.6862,0.6074,0.3779,15682.849999999999,4,1
风电4-光伏1,63,9:00-10:00,10,1,4.199999999999999,41.5,45.7,22.112,46.08,68.192,0.0,22.49199999999999,0.6074,0.3779,15682.849999999999,4,1
风电4-光伏1,63,10:00-11:00,11,1,4.1202,41.5,45.6202,8.995999999999999,52.48,61.476,0.0,15.855800000000002,0.8024,0.3779,15682.850000000002,4,1
风电4-光伏1,63,11:00-12:00,12,1,3.9000000000000004,41.5,45.4,7.652,55.04,62.692,0.0,17.292,0.8024,0.3779,15682.850000000004,4,1
风电4-光伏1,63,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,10.815999999999999,56.32,67.136,0.0,22.376199999999997,0.8024,0.3779,15682.85,4,1
风电4-光伏1,63,13:00-14:00,14,1,2.6898,41.5,44.1898,10.952,56.32,67.272,0.0,23.082200000000007,0.8024,0.3779,15682.849999999999,4,1
风电4-光伏1,63,14:00-15:00,15,1,3.63,41.5,45.13,15.152000000000001,52.48,67.632,0.0,22.502000000000002,0.8024,0.3779,15682.850000000004,4,1
风电4-光伏1,63,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,21.66,44.8,66.46,0.0,21.139799999999994,0.6074,0.3779,15682.85,4,1
风电4-光伏1,63,16:00-17:00,17,1,3.75,41.5,45.25,17.16,33.28,50.44,0.0,5.189999999999998,0.6074,0.3779,15682.850000000002,4,1
风电4-光伏1,63,17:00-18:00,18,1,3.1398,41.5,44.6398,16.612000000000002,24.32,40.932,3.707799999999999,0.0,0.6074,0.3779,16533.790100000002,4,1
风电4-光伏1,63,18:00-19:00,19,1,2.61,41.5,44.11,15.328,11.52,26.848,17.262,0.0,0.8024,0.3779,23010.569,4,1
风电4-光伏1,63,19:00-20:00,20,0,2.1198,0.0,2.1198,9.416,0.0,9.416,0.0,7.296200000000001,0.8024,0.3779,30202.363100000002,4,1
风电4-光伏1,63,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,8.808,0.0,8.808,0.0,6.948,0.8024,0.3779,30350.174000000003,4,1
风电4-光伏1,63,21:00-22:00,22,0,1.6301999999999999,0.0,1.6301999999999999,5.215999999999999,0.0,5.215999999999999,0.0,3.5857999999999994,0.6074,0.3779,24384.158900000002,4,1
风电4-光伏1,63,22:00-23:00,23,1,1.56,41.5,43.06,6.151999999999999,0.0,6.151999999999999,36.908,0.0,0.6074,0.3779,24153.236000000004,4,1
风电4-光伏1,63,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,8.464,0.0,8.464,34.5162,0.0,0.3424,0.3779,14457.524899999997,4,1
风电4-光伏1,54,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,13.495999999999999,0.0,13.495999999999999,29.3738,0.0,0.3424,0.3779,14640.0801,4,1
风电4-光伏1,54,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,14.084000000000001,0.0,14.084000000000001,28.5158,0.0,0.3424,0.3779,14670.539100000002,4,1
风电4-光伏1,54,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,13.091999999999999,0.0,13.091999999999999,29.2078,0.0,0.3424,0.3779,14645.9731,4,1
风电4-光伏1,54,3:00-4:00,4,1,0.99,41.5,42.49,20.168,0.0,20.168,22.322000000000003,0.0,0.3424,0.3779,14890.419000000002,4,1
风电4-光伏1,54,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,19.276,0.0,19.276,23.4042,0.0,0.3424,0.3779,14852.0009,4,1
风电4-光伏1,54,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,23.08,0.0,23.08,20.050200000000004,0.0,0.3424,0.3779,14971.067900000002,4,1
风电4-光伏1,54,6:00-7:00,7,1,2.5002,41.5,44.0002,28.355999999999998,14.08,42.436,1.5641999999999996,0.0,0.3424,0.3779,15627.320900000002,4,1
风电4-光伏1,54,7:00-8:00,8,1,3.3701999999999996,41.5,44.8702,26.36,25.6,51.96,0.0,7.089800000000004,0.6074,0.3779,15682.850000000002,4,1
风电4-光伏1,54,8:00-9:00,9,1,4.0098,41.5,45.5098,25.076,37.12,62.196,0.0,16.6862,0.6074,0.3779,15682.849999999999,4,1
风电4-光伏1,54,9:00-10:00,10,1,4.199999999999999,41.5,45.7,22.112,46.08,68.192,0.0,22.49199999999999,0.6074,0.3779,15682.849999999999,4,1
风电4-光伏1,54,10:00-11:00,11,1,4.1202,41.5,45.6202,8.995999999999999,52.48,61.476,0.0,15.855800000000002,0.8024,0.3779,15682.850000000002,4,1
风电4-光伏1,54,11:00-12:00,12,1,3.9000000000000004,41.5,45.4,7.652,55.04,62.692,0.0,17.292,0.8024,0.3779,15682.850000000004,4,1
风电4-光伏1,54,12:00-13:00,13,1,3.2598000000000003,41.5,44.7598,10.815999999999999,56.32,67.136,0.0,22.376199999999997,0.8024,0.3779,15682.85,4,1
风电4-光伏1,54,13:00-14:00,14,1,2.6898,41.5,44.1898,10.952,56.32,67.272,0.0,23.082200000000007,0.8024,0.3779,15682.849999999999,4,1
风电4-光伏1,54,14:00-15:00,15,1,3.63,41.5,45.13,15.152000000000001,52.48,67.632,0.0,22.502000000000002,0.8024,0.3779,15682.850000000004,4,1
风电4-光伏1,54,15:00-16:00,16,1,3.8202000000000003,41.5,45.3202,21.66,44.8,66.46,0.0,21.139799999999994,0.6074,0.3779,15682.85,4,1
风电4-光伏1,54,16:00-17:00,17,1,3.75,41.5,45.25,17.16,33.28,50.44,0.0,5.189999999999998,0.6074,0.3779,15682.850000000002,4,1
风电4-光伏1,54,17:00-18:00,18,0,3.1398,-0.0,3.1398,16.612000000000002,24.32,40.932,0.0,37.7922,0.6074,0.3779,16533.790100000002,4,1
风电4-光伏1,54,18:00-19:00,19,0,2.61,0.0,2.61,15.328,11.52,26.848,0.0,24.238,0.8024,0.3779,23010.569,4,1
风电4-光伏1,54,19:00-20:00,20,0,2.1198,0.0,2.1198,9.416,0.0,9.416,0.0,7.296200000000001,0.8024,0.3779,30202.363100000002,4,1
风电4-光伏1,54,20:00-21:00,21,0,1.8599999999999999,0.0,1.8599999999999999,8.808,0.0,8.808,0.0,6.948,0.8024,0.3779,30350.174000000003,4,1
风电4-光伏1,54,21:00-22:00,22,0,1.6301999999999999,0.0,1.6301999999999999,5.215999999999999,0.0,5.215999999999999,0.0,3.5857999999999994,0.6074,0.3779,24384.158900000002,4,1
风电4-光伏1,54,22:00-23:00,23,0,1.56,0.0,1.56,6.151999999999999,0.0,6.151999999999999,0.0,4.591999999999999,0.6074,0.3779,24153.236000000004,4,1
风电4-光伏1,54,23:00-24:00,24,1,1.4802,41.5,42.980199999999996,8.464,0.0,8.464,34.5162,0.0,0.3424,0.3779,14457.524899999997,4,1
风电4-光伏1,45,0:00-1:00,1,1,1.3698000000000001,41.5,42.8698,13.495999999999999,0.0,13.495999999999999,29.3738,0.0,0.3424,0.3779,14640.0801,4,1
风电4-光伏1,45,1:00-2:00,2,1,1.0997999999999999,41.5,42.5998,14.084000000000001,0.0,14.084000000000001,28.5158,0.0,0.3424,0.3779,14670.539100000002,4,1
风电4-光伏1,45,2:00-3:00,3,1,0.7998000000000001,41.5,42.2998,13.091999999999999,0.0,13.091999999999999,29.2078,0.0,0.3424,0.3779,14645.9731,4,1
风电4-光伏1,45,3:00-4:00,4,1,0.99,41.5,42.49,20.168,0.0,20.168,22.322000000000003,0.0,0.3424,0.3779,14890.419000000002,4,1
风电4-光伏1,45,4:00-5:00,5,1,1.1802000000000001,41.5,42.6802,19.276,0.0,19.276,23.4042,0.0,0.3424,0.3779,14852.0009,4,1
风电4-光伏1,45,5:00-6:00,6,1,1.6301999999999999,41.5,43.1302,23.08,0.0,23.08,20.050200000000004,0.0,0.3424,0.3779,14971.067900000002,4,1
风电4-光伏1,45,6:00-7:00,7,1,2.5002,41.5,44.0002,28.355999999999998,14.08,42.436,1.5641999999999996,0.0,0.3424,0.3779,15627.320900000002,4,1
风电4-光伏1,45,7:00-8:00,8,0,3.3701999999999996,0.0,3.3701999999999996,26.36,25.6,51.96,0.0,48.589800000000004,0.6074,0.3779,15682.850000000002,4,1
