场景,日氨产量(t/day),开机时间(h),设备利用率(%),碱性电解槽利用率(%),PEM电解槽利用率(%),合成氨装置利用率(%),最优生产时段,常规负荷电量(MWh),生产负荷电量(MWh),总负荷电量(MWh),风电电量(MWh),光伏电量(MWh),新能源发电量(MWh),购电量(MWh),售电量(MWh),新能源自发自用比例(%),新能源供电占比(%),上网电量比例(%),新能源自发自用比例达标,新能源供电占比达标,上网电量比例达标,达标指标数,达标状态,风电发电成本(¥/day),光伏发电成本(¥/day),购电成本(¥/day),售电收入(¥/day),碱性电解槽运维成本(¥/day),PEM电解槽运维成本(¥/day),合成氨装置运维成本(¥/day),合成氨装置资本分摊(¥/day),日净成本(¥/day),净吨氨成本(¥/t),求解器,求解状态,MIP间隙,MIP节点数,风电场景,光伏场景
风电6-光伏3,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,206.32,85.12,291.44,765.28,0.0,99.99999999999994,27.579680520856996,0.0,是,否,是,2,部分达标,30948.0,10214.400000000001,443252.26100000006,0.0,48000.0,72000.0,72.0,3287.671232876712,607774.3322328768,8441.310169901066,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,6,3
风电6-光伏3,63,21,87.5,87.5,87.5,87.5,00:00-18:00、21:00-24:00,60.72,871.5,932.22,206.32,85.12,291.44,662.7142,21.934200000000004,84.94770793302223,28.91010705627427,7.526146033488884,是,否,是,2,部分达标,30948.0,10214.400000000001,360953.46308,8288.934180000002,42000.0,63000.0,63.0,3287.671232876712,502177.6001328768,7971.073017982171,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,3
风电6-光伏3,54,18,75.0,75.0,75.0,75.0,00:00-10:00、12:00-14:00、15:00-18:00、21:00-24:00,60.72,747.0,807.72,206.32,85.12,291.44,574.816,58.536,59.82981059566289,28.83474471351458,20.085094702168544,否,否,否,0,全部不达标,30948.0,10214.400000000001,290423.9474,22120.7544,36000.0,54000.0,54.0,3287.671232876712,402807.26423287677,7459.39378209031,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,3
风电6-光伏3,45,15,62.5,62.5,62.5,62.5,00:00-10:00、15:00-18:00、21:00-22:00、23:00-24:00,60.72,622.5,683.22,206.32,85.12,291.44,490.9504,99.1704,31.94455119407084,28.14168203506923,34.02772440296459,否,否,否,0,全部不达标,30948.0,10214.400000000001,230027.72996,37476.49416,30000.0,45000.0,45.0,3287.671232876712,312046.3070328767,6934.362378508371,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,3
风电6-光伏3,36,12,50.0,50.0,50.0,50.0,00:00-09:00、15:00-16:00、17:00-18:00、23:00-24:00,60.72,498.0,558.72,206.32,85.12,291.44,389.0982,121.81819999999999,16.402552841065063,30.358999140893474,41.79872357946747,否,是,否,1,部分达标,30948.0,10214.400000000001,168162.70368,46035.097780000004,24000.0,36000.0,36.0,3287.671232876712,226613.6771328767,6294.824364802131,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,3
风电6-光伏4,72,24,100.0,100.0,100.0,100.0,00:00-24:00,60.72,996.0,1056.7199999999998,206.32,20.480000000000004,226.8,829.92,0.0,99.99999999999993,21.46263910969794,0.0,是,否,是,2,部分达标,30948.0,2457.6000000000004,490501.797,0.0,48000.0,72000.0,72.0,3287.671232876712,647267.0682328767,8989.820392123287,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,0,6,4
风电6-光伏4,63,21,87.5,87.5,87.5,87.5,00:00-10:00、12:00-20:00、21:00-24:00,60.72,871.5,932.22,206.32,20.480000000000004,226.8,715.7518,10.331800000000001,90.88906525573191,23.2207204307996,4.555467372134039,是,否,是,2,部分达标,30948.0,2457.6000000000004,398893.23332000006,3904.387220000001,42000.0,63000.0,63.0,3287.671232876712,536745.1173328768,8519.76376718852,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,4
风电6-光伏4,54,18,75.0,75.0,75.0,75.0,00:00-10:00、12:00-14:00、15:00-18:00、21:00-24:00,60.72,747.0,807.72,206.32,20.480000000000004,226.8,613.856,32.93600000000001,70.95590828924162,24.00138661912544,14.52204585537919,是,否,是,2,部分达标,30948.0,2457.6000000000004,317132.0434,12446.514400000004,36000.0,54000.0,54.0,3287.671232876712,431432.80023287673,7989.496300608828,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,4
风电6-光伏4,45,15,62.5,62.5,62.5,62.5,00:00-09:00、15:00-18:00、21:00-24:00,60.72,622.5,683.22,206.32,20.480000000000004,226.8,511.25039999999996,54.830400000000004,51.64867724867725,25.1704575392992,24.175661375661374,否,否,否,0,全部不达标,30948.0,2457.6000000000004,242357.94996,20720.408160000003,30000.0,45000.0,45.0,3287.671232876712,333375.8130328767,7408.351400730593,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,4
风电6-光伏4,36,12,50.0,50.0,50.0,50.0,00:00-09:00、21:00-24:00,60.72,498.0,558.72,206.32,20.480000000000004,226.8,397.75239999999997,65.8324,41.9467372134039,28.810065864833906,29.026631393298064,否,否,否,0,全部不达标,30948.0,2457.6000000000004,173419.26475999996,24878.063960000003,24000.0,36000.0,36.0,3287.671232876712,245270.47203287669,6813.068667579908,SciPy HiGHS MILP,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0,1,6,4
