场景,风电场景,光伏场景,日氨产量(t/day),时段,时段序号(h),常规负荷功率(MW),风电功率(MW),光伏功率(MW),新能源总功率(MW),碱性电解槽功率(MW),PEM电解槽功率(MW),合成氨装置功率(MW),总负荷功率(MW),购电功率(MW),售电功率(MW),碱性电解槽状态,PEM电解槽状态,合成氨装置状态,电网购电模式,碱性制氢量(kg/h),PEM制氢量(kg/h),合成氨产量(kg/h),购电电价(¥/kWh),售电电价(¥/kWh)
风电3-光伏3,3,3,54.0,18:00-19:00,19,2.61,12.152000000000001,1.28,13.432,0.0,10.405769230769232,0.4162307692307693,13.432,0.0,0.0,0,1,1,0,0.0,166.49230769230772,832.4615384615386,0.8024,0.3779
风电3-光伏3,3,3,54.0,19:00-20:00,20,2.1198,9.236,0.0,9.236,0.0,6.842500000000001,0.27370000000000005,9.236,0.0,0.0,0,1,1,0,0.0,109.48000000000002,547.4000000000001,0.8024,0.3779
风电3-光伏3,3,3,54.0,20:00-21:00,21,1.8599999999999999,7.228,0.0,7.228,0.0,5.161538461538462,0.20646153846153847,7.228000000000001,8.881784197001252e-16,0.0,0,1,1,0,0.0,82.58461538461539,412.92307692307696,0.8024,0.3779
风电3-光伏3,3,3,54.0,21:00-22:00,22,1.6301999999999999,6.252,0.0,6.252,20.0,20.0,1.5,43.1302,36.8782,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏3,3,3,54.0,22:00-23:00,23,1.56,6.452,0.0,6.452,19.999999999999996,19.999999999999996,1.4999999999999998,43.05999999999999,36.60799999999999,0.0,1,1,1,1,279.99999999999994,319.99999999999994,2999.9999999999995,0.6074,0.3779
风电3-光伏3,3,3,54.0,23:00-24:00,24,1.4802,7.972,0.0,7.972,20.0,20.0,1.5,42.980199999999996,35.008199999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,45.0,0:00-1:00,1,1.3698000000000001,11.904,0.0,11.904,20.0,20.0,1.5,42.8698,30.965799999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,45.0,1:00-2:00,2,1.0997999999999999,13.384,0.0,13.384,19.999999999999993,20.0,1.4999999999999998,42.59979999999999,29.215799999999987,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.3424,0.3779
风电3-光伏3,3,3,45.0,2:00-3:00,3,0.7998000000000001,14.268,0.0,14.268,20.0,20.0,1.5,42.299800000000005,28.031800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,45.0,3:00-4:00,4,0.99,15.72,0.0,15.72,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,26.769999999999996,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电3-光伏3,3,3,45.0,4:00-5:00,5,1.1802000000000001,15.088,0.0,15.088,20.0,20.0,1.5,42.6802,27.5922,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,45.0,5:00-6:00,6,1.6301999999999999,13.475999999999999,0.0,13.475999999999999,20.0,20.0,1.5,43.1302,29.654200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,45.0,6:00-7:00,7,2.5002,13.832,0.0,13.832,20.0,20.0,1.5,44.0002,30.1682,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,45.0,7:00-8:00,8,3.3701999999999996,12.76,1.28,14.04,0.0,19.563076923076913,0.7825230769230765,23.71579999999999,9.675799999999992,0.0,0,1,1,1,0.0,313.0092307692306,1565.0461538461532,0.6074,0.3779
风电3-光伏3,3,3,45.0,8:00-9:00,9,4.0098,10.712,3.2,13.911999999999999,0.0,20.0,0.7999999999999999,24.8098,10.8978,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电3-光伏3,3,3,45.0,9:00-10:00,10,4.199999999999999,11.916,5.12,17.036,0.0,20.0,0.8,25.0,7.963999999999999,0.0,0,1,1,1,0.0,320.0,1600.0,0.6074,0.3779
风电3-光伏3,3,3,45.0,10:00-11:00,11,4.1202,8.804,7.68,16.484,0.0,11.88826923076923,0.47553076923076926,16.483999999999998,0.0,3.552713678800501e-15,0,1,1,0,0.0,190.2123076923077,951.0615384615385,0.8024,0.3779
风电3-光伏3,3,3,45.0,11:00-12:00,12,3.9000000000000004,9.3,11.52,20.82,0.0,16.269230769230766,0.6507692307692307,20.819999999999997,0.0,3.552713678800501e-15,0,1,1,0,0.0,260.30769230769226,1301.5384615384612,0.8024,0.3779
风电3-光伏3,3,3,45.0,12:00-13:00,13,3.2598000000000003,9.012,14.08,23.092,0.0,19.069423076923076,0.7627769230769231,23.092000000000002,3.552713678800501e-15,0.0,0,1,1,0,0.0,305.1107692307692,1525.5538461538463,0.8024,0.3779
风电3-光伏3,3,3,45.0,13:00-14:00,14,2.6898,10.704,14.08,24.784,2.0,19.254038461538464,0.8401615384615385,24.784,0.0,0.0,1,1,1,0,28.0,308.0646153846154,1680.323076923077,0.8024,0.3779
风电3-光伏3,3,3,45.0,14:00-15:00,15,3.63,10.604,11.52,22.124,0.0,17.782692307692308,0.7113076923076923,22.124,0.0,0.0,0,1,1,0,0.0,284.5230769230769,1422.6153846153845,0.8024,0.3779
风电3-光伏3,3,3,45.0,15:00-16:00,16,3.8202000000000003,14.552,7.04,21.592,0.0,19.999999999999996,0.7999999999999998,24.620199999999997,3.0281999999999982,0.0,0,1,1,1,0.0,319.99999999999994,1599.9999999999995,0.6074,0.3779
风电3-光伏3,3,3,45.0,16:00-17:00,17,3.75,13.724,5.12,18.844,0.0,14.513461538461542,0.5805384615384616,18.844000000000005,3.552713678800501e-15,0.0,0,1,1,0,0.0,232.21538461538466,1161.076923076923,0.6074,0.3779
风电3-光伏3,3,3,45.0,17:00-18:00,18,3.1398,12.347999999999999,3.2,15.547999999999998,0.0,20.0,0.7999999999999999,23.9398,8.391800000000003,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.6074,0.3779
风电3-光伏3,3,3,45.0,18:00-19:00,19,2.61,12.152000000000001,1.28,13.432,0.0,10.405769230769232,0.4162307692307693,13.432,0.0,0.0,0,1,1,0,0.0,166.49230769230772,832.4615384615386,0.8024,0.3779
风电3-光伏3,3,3,45.0,19:00-20:00,20,2.1198,9.236,0.0,9.236,0.0,6.842500000000002,0.27370000000000005,9.236000000000002,1.7763568394002505e-15,0.0,0,1,1,0,0.0,109.48000000000003,547.4000000000001,0.8024,0.3779
风电3-光伏3,3,3,45.0,20:00-21:00,21,1.8599999999999999,7.228,0.0,7.228,0.0,5.161538461538462,0.20646153846153847,7.228000000000001,8.881784197001252e-16,0.0,0,1,1,0,0.0,82.58461538461539,412.92307692307696,0.8024,0.3779
风电3-光伏3,3,3,45.0,21:00-22:00,22,1.6301999999999999,6.252,0.0,6.252,0.0,20.0,0.8,22.4302,16.1782,0.0,0,1,1,1,0.0,320.0,1600.0,0.6074,0.3779
风电3-光伏3,3,3,45.0,22:00-23:00,23,1.56,6.452,0.0,6.452,0.0,20.0,0.8,22.36,15.908,0.0,0,1,1,1,0.0,320.0,1600.0,0.6074,0.3779
风电3-光伏3,3,3,45.0,23:00-24:00,24,1.4802,7.972,0.0,7.972,20.0,20.0,1.5,42.980199999999996,35.008199999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,36.0,0:00-1:00,1,1.3698000000000001,11.904,0.0,11.904,20.0,20.0,1.5,42.8698,30.965799999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,36.0,1:00-2:00,2,1.0997999999999999,13.384,0.0,13.384,19.999999999999993,20.0,1.4999999999999998,42.59979999999999,29.215799999999987,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.3424,0.3779
风电3-光伏3,3,3,36.0,2:00-3:00,3,0.7998000000000001,14.268,0.0,14.268,20.0,20.0,1.5,42.299800000000005,28.031800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,36.0,3:00-4:00,4,0.99,15.72,0.0,15.72,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,26.769999999999996,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电3-光伏3,3,3,36.0,4:00-5:00,5,1.1802000000000001,15.088,0.0,15.088,20.0,20.0,1.5,42.6802,27.5922,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,36.0,5:00-6:00,6,1.6301999999999999,13.475999999999999,0.0,13.475999999999999,19.999999389349668,20.0,1.4999999786272384,43.13019936797691,29.654199367976908,0.0,1,1,1,1,279.9999914508953,320.0,2999.999957254477,0.3424,0.3779
风电3-光伏3,3,3,36.0,6:00-7:00,7,2.5002,13.832,0.0,13.832,20.0,20.0,1.5,44.0002,30.1682,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏3,3,3,36.0,7:00-8:00,8,3.3701999999999996,12.76,1.28,14.04,0.0,10.259423076923076,0.41037692307692303,14.039999999999997,0.0,1.7763568394002505e-15,0,1,1,0,0.0,164.1507692307692,820.7538461538461,0.6074,0.3779
风电3-光伏3,3,3,36.0,8:00-9:00,9,4.0098,10.712,3.2,13.911999999999999,0.0,9.521346153846153,0.3808538461538461,13.911999999999999,0.0,0.0,0,1,1,0,0.0,152.34153846153845,761.7076923076922,0.6074,0.3779
风电3-光伏3,3,3,36.0,9:00-10:00,10,4.199999999999999,11.916,5.12,17.036,0.0,12.342307692307696,0.49369230769230776,17.036,0.0,0.0,0,1,1,0,0.0,197.47692307692313,987.3846153846155,0.6074,0.3779
风电3-光伏3,3,3,36.0,10:00-11:00,11,4.1202,8.804,7.68,16.484,0.0,11.88826923076923,0.47553076923076926,16.483999999999998,0.0,3.552713678800501e-15,0,1,1,0,0.0,190.2123076923077,951.0615384615385,0.8024,0.3779
风电3-光伏3,3,3,36.0,11:00-12:00,12,3.9000000000000004,9.3,11.52,20.82,0.0,16.26923076923077,0.6507692307692309,20.820000000000004,3.552713678800501e-15,0.0,0,1,1,0,0.0,260.3076923076923,1301.5384615384617,0.8024,0.3779
风电3-光伏3,3,3,36.0,12:00-13:00,13,3.2598000000000003,9.012,14.08,23.092,0.0,19.069423076923076,0.7627769230769231,23.092000000000002,3.552713678800501e-15,0.0,0,1,1,0,0.0,305.1107692307692,1525.5538461538463,0.8024,0.3779
风电3-光伏3,3,3,36.0,13:00-14:00,14,2.6898,10.704,14.08,24.784,0.0,20.0,0.8,23.4898,0.0,1.2942,0,1,1,0,0.0,320.0,1600.0,0.8024,0.3779
风电3-光伏3,3,3,36.0,14:00-15:00,15,3.63,10.604,11.52,22.124,0.0,0.0,0.0,3.63,0.0,18.494,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电3-光伏3,3,3,36.0,15:00-16:00,16,3.8202000000000003,14.552,7.04,21.592,0.0,17.088269230769228,0.6835307692307692,21.592,0.0,0.0,0,1,1,0,0.0,273.41230769230765,1367.0615384615382,0.6074,0.3779
风电3-光伏3,3,3,36.0,16:00-17:00,17,3.75,13.724,5.12,18.844,0.0,4.382500534319063,0.17530002137276252,8.307800555691827,0.0,10.536199444308174,0,1,1,0,0.0,70.12000854910501,350.60004274552506,0.6074,0.3779
风电3-光伏3,3,3,36.0,17:00-18:00,18,3.1398,12.347999999999999,3.2,15.547999999999998,0.0,11.930961538461537,0.47723846153846144,15.547999999999996,0.0,1.7763568394002505e-15,0,1,1,0,0.0,190.8953846153846,954.4769230769228,0.6074,0.3779
风电3-光伏3,3,3,36.0,18:00-19:00,19,2.61,12.152000000000001,1.28,13.432,0.0,10.405769230769232,0.4162307692307693,13.432,0.0,0.0,0,1,1,0,0.0,166.49230769230772,832.4615384615386,0.8024,0.3779
风电3-光伏3,3,3,36.0,19:00-20:00,20,2.1198,9.236,0.0,9.236,0.0,6.842500000000002,0.27370000000000005,9.236000000000002,1.7763568394002505e-15,0.0,0,1,1,0,0.0,109.48000000000003,547.4000000000001,0.8024,0.3779
风电3-光伏3,3,3,36.0,20:00-21:00,21,1.8599999999999999,7.228,0.0,7.228,0.0,0.0,0.0,1.8599999999999999,0.0,5.368,0,0,0,0,0.0,0.0,0.0,0.8024,0.3779
风电3-光伏3,3,3,36.0,21:00-22:00,22,1.6301999999999999,6.252,0.0,6.252,0.0,0.0,0.0,1.6301999999999999,0.0,4.6218,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电3-光伏3,3,3,36.0,22:00-23:00,23,1.56,6.452,0.0,6.452,0.0,0.0,0.0,1.56,0.0,4.8919999999999995,0,0,0,0,0.0,0.0,0.0,0.6074,0.3779
风电3-光伏3,3,3,36.0,23:00-24:00,24,1.4802,7.972,0.0,7.972,20.0,20.0,1.5,42.980199999999996,35.008199999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,72.0,0:00-1:00,1,1.3698000000000001,11.904,0.0,11.904,20.0,20.0,1.5,42.8698,30.965799999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,72.0,1:00-2:00,2,1.0997999999999999,13.384,0.0,13.384,20.0,20.0,1.5,42.5998,29.2158,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,72.0,2:00-3:00,3,0.7998000000000001,14.268,0.0,14.268,20.0,20.0,1.5,42.299800000000005,28.031800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,72.0,3:00-4:00,4,0.99,15.72,0.0,15.72,20.0,20.0,1.5,42.489999999999995,26.769999999999996,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,72.0,4:00-5:00,5,1.1802000000000001,15.088,0.0,15.088,20.0,20.0,1.5,42.6802,27.5922,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,72.0,5:00-6:00,6,1.6301999999999999,13.475999999999999,0.0,13.475999999999999,20.0,20.0,1.5,43.1302,29.654200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,72.0,6:00-7:00,7,2.5002,13.832,0.0,13.832,20.0,20.0,1.5,44.0002,30.1682,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,72.0,7:00-8:00,8,3.3701999999999996,12.76,0.0,12.76,20.0,20.0,1.5,44.8702,32.1102,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,72.0,8:00-9:00,9,4.0098,10.712,0.0,10.712,20.0,20.0,1.5,45.5098,34.797799999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,72.0,9:00-10:00,10,4.199999999999999,11.916,0.0,11.916,20.0,20.0,1.5,45.7,33.784000000000006,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,72.0,10:00-11:00,11,4.1202,8.804,0.0,8.804,20.0,20.0,1.5,45.6202,36.816199999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电3-光伏4,3,4,72.0,11:00-12:00,12,3.9000000000000004,9.3,1.28,10.58,20.0,20.0,1.5,45.4,34.82,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电3-光伏4,3,4,72.0,12:00-13:00,13,3.2598000000000003,9.012,5.12,14.132000000000001,20.0,20.0,1.5,44.7598,30.627799999999997,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电3-光伏4,3,4,72.0,13:00-14:00,14,2.6898,10.704,7.68,18.384,20.0,20.0,1.5,44.1898,25.805799999999998,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电3-光伏4,3,4,72.0,14:00-15:00,15,3.63,10.604,5.12,15.724,20.0,20.0,1.5,45.129999999999995,29.405999999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电3-光伏4,3,4,72.0,15:00-16:00,16,3.8202000000000003,14.552,1.28,15.831999999999999,20.0,20.0,1.5,45.3202,29.4882,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,72.0,16:00-17:00,17,3.75,13.724,0.0,13.724,20.0,20.0,1.5,45.25,31.526,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,72.0,17:00-18:00,18,3.1398,12.347999999999999,0.0,12.347999999999999,20.0,20.0,1.5,44.6398,32.2918,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,72.0,18:00-19:00,19,2.61,12.152000000000001,0.0,12.152000000000001,20.0,20.0,1.5,44.11,31.958,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电3-光伏4,3,4,72.0,19:00-20:00,20,2.1198,9.236,0.0,9.236,20.0,20.0,1.5,43.6198,34.383799999999994,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电3-光伏4,3,4,72.0,20:00-21:00,21,1.8599999999999999,7.228,0.0,7.228,20.0,20.0,1.5,43.36,36.132,0.0,1,1,1,1,280.0,320.0,3000.0,0.8024,0.3779
风电3-光伏4,3,4,72.0,21:00-22:00,22,1.6301999999999999,6.252,0.0,6.252,20.0,20.0,1.5,43.1302,36.8782,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,72.0,22:00-23:00,23,1.56,6.452,0.0,6.452,20.0,20.0,1.5,43.06,36.608000000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,72.0,23:00-24:00,24,1.4802,7.972,0.0,7.972,20.0,20.0,1.5,42.980199999999996,35.008199999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,63.0,0:00-1:00,1,1.3698000000000001,11.904,0.0,11.904,20.0,19.999999999999993,1.4999999999999998,42.8698,30.965799999999998,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电3-光伏4,3,4,63.0,1:00-2:00,2,1.0997999999999999,13.384,0.0,13.384,19.999999999999993,20.0,1.4999999999999998,42.59979999999999,29.215799999999987,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.3424,0.3779
风电3-光伏4,3,4,63.0,2:00-3:00,3,0.7998000000000001,14.268,0.0,14.268,20.0,20.0,1.5,42.299800000000005,28.031800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,63.0,3:00-4:00,4,0.99,15.72,0.0,15.72,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,26.769999999999996,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电3-光伏4,3,4,63.0,4:00-5:00,5,1.1802000000000001,15.088,0.0,15.088,20.0,20.0,1.5,42.6802,27.5922,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,63.0,5:00-6:00,6,1.6301999999999999,13.475999999999999,0.0,13.475999999999999,20.0,20.0,1.5,43.1302,29.654200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,63.0,6:00-7:00,7,2.5002,13.832,0.0,13.832,20.0,20.0,1.5,44.0002,30.1682,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,63.0,7:00-8:00,8,3.3701999999999996,12.76,0.0,12.76,19.999999775663575,20.0,1.499999992148225,44.870199767811805,32.11019976781181,0.0,1,1,1,1,279.99999685929004,320.0,2999.99998429645,0.6074,0.3779
风电3-光伏4,3,4,63.0,8:00-9:00,9,4.0098,10.712,0.0,10.712,20.0,19.999999999999993,1.4999999999999998,45.50979999999999,34.797799999999995,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.6074,0.3779
风电3-光伏4,3,4,63.0,9:00-10:00,10,4.199999999999999,11.916,0.0,11.916,19.999999999999993,20.0,1.4999999999999998,45.69999999999999,33.78399999999999,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.6074,0.3779
风电3-光伏4,3,4,63.0,10:00-11:00,11,4.1202,8.804,0.0,8.804,20.0,19.999999999999993,1.4999999999999998,45.6202,36.816199999999995,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.8024,0.3779
风电3-光伏4,3,4,63.0,11:00-12:00,12,3.9000000000000004,9.3,1.28,10.58,0.0,20.0,0.7999999999999999,24.7,14.12,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电3-光伏4,3,4,63.0,12:00-13:00,13,3.2598000000000003,9.012,5.12,14.132000000000001,0.0,20.0,0.7999999999999999,24.0598,9.927799999999998,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电3-光伏4,3,4,63.0,13:00-14:00,14,2.6898,10.704,7.68,18.384,0.0,20.0,0.7999999999999999,23.4898,5.105799999999999,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电3-光伏4,3,4,63.0,14:00-15:00,15,3.63,10.604,5.12,15.724,0.0,20.0,0.7999999999999999,24.43,8.706,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电3-光伏4,3,4,63.0,15:00-16:00,16,3.8202000000000003,14.552,1.28,15.831999999999999,20.0,20.0,1.5,45.3202,29.4882,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,63.0,16:00-17:00,17,3.75,13.724,0.0,13.724,20.0,20.0,1.5,45.25,31.526,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,63.0,17:00-18:00,18,3.1398,12.347999999999999,0.0,12.347999999999999,20.0,20.0,1.5,44.6398,32.2918,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,63.0,18:00-19:00,19,2.61,12.152000000000001,0.0,12.152000000000001,0.0,20.0,0.7999999999999999,23.41,11.258,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电3-光伏4,3,4,63.0,19:00-20:00,20,2.1198,9.236,0.0,9.236,11.428571652907985,20.0,1.2000000078517794,34.748371660759766,25.512371660759765,0.0,1,1,1,1,160.00000314071178,320.0,2400.000015703559,0.8024,0.3779
风电3-光伏4,3,4,63.0,20:00-21:00,21,1.8599999999999999,7.228,0.0,7.228,0.0,20.0,0.7999999999999999,22.66,15.432,0.0,0,1,1,1,0.0,320.0,1599.9999999999998,0.8024,0.3779
风电3-光伏4,3,4,63.0,21:00-22:00,22,1.6301999999999999,6.252,0.0,6.252,20.000000000000007,20.0,1.5000000000000002,43.1302,36.8782,0.0,1,1,1,1,280.0000000000001,320.0,3000.0000000000005,0.6074,0.3779
风电3-光伏4,3,4,63.0,22:00-23:00,23,1.56,6.452,0.0,6.452,20.0,20.000000000000007,1.5000000000000002,43.06,36.608000000000004,0.0,1,1,1,1,280.0,320.0000000000001,3000.0000000000005,0.6074,0.3779
风电3-光伏4,3,4,63.0,23:00-24:00,24,1.4802,7.972,0.0,7.972,20.0,20.0,1.5,42.980199999999996,35.008199999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,54.0,0:00-1:00,1,1.3698000000000001,11.904,0.0,11.904,20.0,19.999999999999993,1.4999999999999998,42.8698,30.965799999999998,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电3-光伏4,3,4,54.0,1:00-2:00,2,1.0997999999999999,13.384,0.0,13.384,19.999999999999993,20.0,1.4999999999999998,42.59979999999999,29.215799999999987,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.3424,0.3779
风电3-光伏4,3,4,54.0,2:00-3:00,3,0.7998000000000001,14.268,0.0,14.268,20.0,20.0,1.5,42.299800000000005,28.031800000000004,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,54.0,3:00-4:00,4,0.99,15.72,0.0,15.72,20.0,19.999999999999993,1.4999999999999998,42.489999999999995,26.769999999999996,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.3424,0.3779
风电3-光伏4,3,4,54.0,4:00-5:00,5,1.1802000000000001,15.088,0.0,15.088,20.0,20.0,1.5,42.6802,27.5922,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,54.0,5:00-6:00,6,1.6301999999999999,13.475999999999999,0.0,13.475999999999999,20.0,20.0,1.5,43.1302,29.654200000000003,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,54.0,6:00-7:00,7,2.5002,13.832,0.0,13.832,20.0,20.0,1.5,44.0002,30.1682,0.0,1,1,1,1,280.0,320.0,3000.0,0.3424,0.3779
风电3-光伏4,3,4,54.0,7:00-8:00,8,3.3701999999999996,12.76,0.0,12.76,19.999999744054453,20.0,1.4999999910419057,44.87019973509636,32.11019973509636,0.0,1,1,1,1,279.9999964167623,320.0,2999.9999820838116,0.6074,0.3779
风电3-光伏4,3,4,54.0,8:00-9:00,9,4.0098,10.712,0.0,10.712,20.0,20.0,1.5,45.5098,34.797799999999995,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,54.0,9:00-10:00,10,4.199999999999999,11.916,0.0,11.916,19.999999999999993,20.0,1.4999999999999998,45.69999999999999,33.78399999999999,0.0,1,1,1,1,279.9999999999999,320.0,2999.9999999999995,0.6074,0.3779
风电3-光伏4,3,4,54.0,10:00-11:00,11,4.1202,8.804,0.0,8.804,0.0,4.5036538461538465,0.18014615384615387,8.804,0.0,0.0,0,1,1,0,0.0,72.05846153846154,360.29230769230776,0.8024,0.3779
风电3-光伏4,3,4,54.0,11:00-12:00,12,3.9000000000000004,9.3,1.28,10.58,0.0,6.423076923076923,0.2569230769230769,10.58,0.0,0.0,0,1,1,0,0.0,102.76923076923077,513.8461538461538,0.8024,0.3779
风电3-光伏4,3,4,54.0,12:00-13:00,13,3.2598000000000003,9.012,5.12,14.132000000000001,0.0,16.174807916260157,0.6469923166504062,20.08160023291056,5.949600232910559,0.0,0,1,1,1,0.0,258.7969266601625,1293.9846333008124,0.8024,0.3779
风电3-光伏4,3,4,54.0,13:00-14:00,14,2.6898,10.704,7.68,18.384,0.0,15.090576923076924,0.6036230769230769,18.384,0.0,0.0,0,1,1,0,0.0,241.44923076923078,1207.246153846154,0.8024,0.3779
风电3-光伏4,3,4,54.0,14:00-15:00,15,3.63,10.604,5.12,15.724,0.0,11.628846153846155,0.4651538461538462,15.724,0.0,0.0,0,1,1,0,0.0,186.06153846153848,930.3076923076924,0.8024,0.3779
风电3-光伏4,3,4,54.0,15:00-16:00,16,3.8202000000000003,14.552,1.28,15.831999999999999,20.0,20.0,1.5,45.3202,29.4882,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,54.0,16:00-17:00,17,3.75,13.724,0.0,13.724,20.0,20.0,1.5,45.25,31.526,0.0,1,1,1,1,280.0,320.0,3000.0,0.6074,0.3779
风电3-光伏4,3,4,54.0,17:00-18:00,18,3.1398,12.347999999999999,0.0,12.347999999999999,20.0,19.999999999999993,1.4999999999999998,44.639799999999994,32.291799999999995,0.0,1,1,1,1,280.0,319.9999999999999,2999.9999999999995,0.6074,0.3779
